matrix_index,side_effect_name,sider_umls_cui,meddra_id,meddra_name,canonical_optimuskg_id,alias_optimuskg_ids,mapping_method,mapping_status,requires_review
608,mydriasis,C0026961,10028521,Mydriasis,,"[""HP_0011499""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
609,myelitis,C0026975,10028524,Myelitis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
611,myocardial ischaemia,C0151744,10028600,Myocardial ischaemia,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
612,myocarditis,C0027059,10028606,Myocarditis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
613,myoclonus,C0027066,10028622,Myoclonus,,"[""HP_0001336""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
614,myopathy,C0026848,10028641,Myopathy,,"[""HP_0003198""]",exact_meddra_pt_name,meddra_resolved_but_not_in_optimuskg,True
615,myositis,C0027121,10028653,Myositis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
616,nail disorder,C0027339,10028694,Nail disorder,,"[""HP_0001597""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
617,nasal congestion,C0027424,10028735,Nasal congestion,,"[""HP_0001742""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
618,nasal discomfort,C0858259,10052437,Nasal discomfort,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
619,nasal dryness,C0231919,10028740,Nasal dryness,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
620,nose pharynx inflammation,,,,,[],,unresolved,True
623,neoplasm,C0027651,10028980,Neoplasm,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
624,neoplasm malignant,C0006826,10028997,Neoplasm malignant,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
625,nephritis,C0027697,10029117,Nephritis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
626,calculus kidney,,,,,[],,unresolved,True
627,nephropathy,C0022658,10029151,Nephropathy,,"[""HP_0000077"",""HP_0000112""]",exact_meddra_pt_name,meddra_resolved_but_not_in_optimuskg,True
628,nephropathy toxic,C0595916,10029155,Nephropathy toxic,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
629,nephrotic syndrome,C0027726,10029164,Nephrotic syndrome,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
631,nervousness,C0027769,10029216,Nervousness,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
633,neuritis,C0027813,10029240,Neuritis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
634,neuroleptic malignant syndrome,C0027849,10029282,Neuroleptic malignant syndrome,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
636,neurosis,C0027932,10029333,Neurosis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
637,neurotoxicity,C0235032,10029350,Neurotoxicity,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
639,neutrophil deficiency,,,,,[],,unresolved,True
640,neutrophil count decreased,C0853697,10029366,Neutrophil count decreased,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
641,night blindness,C0028077,10029404,Night blindness,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
642,night sweats,C0028081,10029410,Night sweats,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
643,nightmare,C0028084,10029412,Nightmare,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
644,nocturnal enuresis,,,,,[],,unresolved,True
645,nodal arrhythmia,C0264893,10029458,Nodal arrhythmia,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
646,nodule,C0028259,10054107,Nodule,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
647,non cardiac chest pain,,,,,[],,unresolved,True
648,non hodgkin lymphoma,,,,,[],,unresolved,True
649,nuchal rigidity,C1320474,10058483,Nuchal rigidity,,"[""HP_0005986""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
651,ocular discomfort,C0948595,10052143,Ocular discomfort,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
652,ocular venous congestion,,,,,[],,unresolved,True
653,oculomotor spasm,,,,,[],,unresolved,True
654,swallowing painful,,,,,[],,unresolved,True
655,oedema,C0013604,10030095,Oedema,,"[""HP_0000969""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
656,oedema peripheral,C0085649,10030124,Oedema peripheral,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
657,oesophageal spasm,C0014863,10030184,Oesophageal spasm,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
658,oesophageal stenosis,C0014866,10030194,Oesophageal stenosis,,"[""HP_0002043"",""HP_0010450""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
659,oesophageal ulcer,C0151970,10030201,Oesophageal ulcer,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
660,esophagus inflammation,,,,,[],,unresolved,True
661,urine less,,,,,[],,unresolved,True
662,onychomycosis,C0040261,10030338,Onychomycosis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
663,opportunistic infection,C0029118,10030901,Opportunistic infection,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
664,optic atrophy,C0029124,10030910,Optic atrophy,,"[""HP_0000648""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
665,optic neuritis,C0029134,10030942,Optic neuritis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
666,oral candidiasis,C0006849,10030963,Oral candidiasis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
667,oral herpes,C0341012,10067152,Oral herpes,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
668,oral pain,C0221776,10031009,Oral pain,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
669,testis inflammation non infective,,,,,[],,unresolved,True
670,orgasm abnormal,C0029261,10031085,Orgasm abnormal,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
671,oropharyngeal discomfort,C2363730,10068318,Oropharyngeal discomfort,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
674,osteoarthritis,C0029408,10031161,Osteoarthritis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
675,osteomyelitis,C0029443,10031252,Osteomyelitis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
676,osteonecrosis,C0029445,10031264,Osteonecrosis,,"[""HP_0010885""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
677,osteoporosis,C0029456,10031282,Osteoporosis,,"[""HP_0000939""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
678,otitis externa,C0029878,10033072,Otitis externa,,[],exact_meddra_pt_name,meddra_resolved_but_not_in_optimuskg,True
679,otitis media,C0029882,10033078,Otitis media,,[],exact_meddra_pt_name,meddra_resolved_but_not_in_optimuskg,True
680,ear toxicity,,,,,[],,unresolved,True
681,ovarian cyst,C0029927,10033132,Ovarian cyst,,"[""HP_0000138""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
682,ovarian disorder,C0029928,10033139,Ovarian disorder,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
685,pain in jaw,C0236000,10033433,Pain in jaw,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
686,pain of skin,C0241136,10033474,Pain of skin,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
687,pallor,C0030232,10033546,Pallor,,"[""HP_0000980""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
690,pancreatitis acute,C0001339,10033647,Pancreatitis acute,,"[""HP_0001735""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
692,panic attack,C0086769,10033664,Panic attack,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
693,panic reaction,C0030318,10033670,Panic reaction,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
694,eyelid inflammation,,,,,[],,unresolved,True
695,nipple edema,,,,,[],,unresolved,True
696,feeling abnormal,C1443060,10016322,Feeling abnormal,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
697,feeling abnormal oral,,,,,[],,unresolved,True
698,paralysis,C0522224,10033799,Paralysis,,"[""HP_0003470""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
699,paranoia,C1456784,10033864,Paranoia,,"[""HP_0011999""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
700,paresis,C0030552,10033985,Paresis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
702,disturbances of sensation of smell and taste,,,,,[],,unresolved,True
703,pelvic pain,C0030794,10034263,Pelvic pain,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
704,penis disorder,C0030846,10034336,Penis disorder,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
705,peptic ulcer,C0030920,10034341,Peptic ulcer,,"[""HP_0004398""]",exact_meddra_pt_name,meddra_resolved_but_not_in_optimuskg,True
706,pericardial effusion,C0031039,10034474,Pericardial effusion,,"[""HP_0001698""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
707,pericarditis,C0031046,10034484,Pericarditis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
708,perineal pain,C0240717,10061339,Perineal pain,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
709,periodontitis,C0031099,10034539,Periodontitis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
710,periorbital oedema,C0151205,10034545,Periorbital oedema,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
711,peripheral coldness,C0277925,10034568,Peripheral coldness,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
712,peripheral ischaemia,C0235490,10034576,Peripheral ischaemia,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
713,peripheral motor neuropathy,C0235025,10034580,Peripheral motor neuropathy,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
714,peripheral sensory neuropathy,C0151313,10034620,Peripheral sensory neuropathy,,"[""HP_0000763""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
715,peripheral vascular disorder,C0085096,10034636,Peripheral vascular disorder,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
716,peritonitis,C0031154,10034674,Peritonitis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
717,personality disorder,C0031212,10034721,Personality disorder,,"[""HP_0012075""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
718,petechiae,C0031256,10034754,Petechiae,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
719,pharyngeal oedema,C0236024,10034829,Pharyngeal oedema,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
720,pharyngitis,C0031350,10034835,Pharyngitis,,[],exact_meddra_pt_name,meddra_resolved_but_not_in_optimuskg,True
721,pharyngitis streptococcal,C0036689,10034839,Pharyngitis streptococcal,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
722,phlebitis,C0031542,10034879,Phlebitis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
723,photophobia,C0085636,10034960,Photophobia,,"[""HP_0000613""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
724,flash vision,,,,,[],,unresolved,True
725,photosensitivity reaction,C0162830,10034972,Photosensitivity reaction,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
726,pigmentation disorder,C0549567,10062080,Pigmentation disorder,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
727,plasma cell myeloma,C0026764,10035226,Plasma cell myeloma,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
728,tumor plasma cell,,,,,[],,unresolved,True
729,platelet count decreased,C0392386,10035528,Platelet count decreased,,"[""HP_0001873""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
730,pleural effusion,C0032227,10035598,Pleural effusion,,"[""HP_0002202""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
731,pleurisy,C0032231,10035618,Pleurisy,,"[""HP_0002102""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
732,pleural pain,,,,,[],,unresolved,True
734,pneumonia aspiration,C0032290,10035669,Pneumonia aspiration,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
735,pneumothorax,C0032326,10035759,Pneumothorax,,"[""HP_0002107""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
736,urinary frequency increased,,,,,[],,unresolved,True
737,increase in the total amount of red blood cells in the blood,,,,,[],,unresolved,True
738,polydipsia,C0085602,10036067,Polydipsia,,"[""HP_0001959""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
739,polyneuropathy,C0152025,10036105,Polyneuropathy,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
740,polyuria,C0032617,10036142,Polyuria,,"[""HP_0000103""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
741,post procedural haemorrhage,C0919874,10051077,Post procedural haemorrhage,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
742,premenstrual syndrome,C0033046,10036618,Premenstrual syndrome,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
743,syncope vertigo,,,,,[],,unresolved,True
744,priapism,C0033117,10036661,Priapism,,"[""HP_0200023""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
745,procedural pain,C1619712,10064882,Procedural pain,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
746,anal pain,,,,,[],,unresolved,True
747,rectum inflammation,,,,,[],,unresolved,True
748,productive cough,C0239134,10036790,Productive cough,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
749,prostate cancer,C0376358,10060862,Prostate cancer,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
750,prostatic disorder,C0033575,10036956,Prostatic disorder,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
751,prostatitis,C0033581,10036978,Prostatitis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
752,protein total decreased,C0860901,10037014,Protein total decreased,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
753,protein urine present,C0948586,10053123,Protein urine present,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
755,prothrombin level decreased,C0553732,10037050,Prothrombin level decreased,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
756,prothrombin level increased,C0151872,10037051,Prothrombin level increased,,[],exact_meddra_pt_name,meddra_resolved_but_not_in_optimuskg,True
757,itch rash,,,,,[],,unresolved,True
759,pruritus generalised,C0475858,10052576,Pruritus generalised,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
760,pruritus genital,C0033777,10037093,Pruritus genital,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
761,falsehood lymph tumor,,,,,[],,unresolved,True
762,pseudomembranous colitis,C1257843,10037128,Pseudomembranous colitis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
763,psoriasis,C0033860,10037153,Psoriasis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
764,psychomotor retardation,C0424230,10037213,Psychomotor retardation,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
765,psychotic disorder,C0033975,10061920,Psychotic disorder,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
766,pulmonary congestion,C0242073,10037368,Pulmonary congestion,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
769,pulmonary function test decreased,C0855775,10061922,Pulmonary function test decreased,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
770,pulmonary hypertension,C0020542,10037400,Pulmonary hypertension,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
771,pulmonary oedema,C0034063,10037423,Pulmonary oedema,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
772,punctate keratitis,C0259799,10037508,Punctate keratitis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
773,pupils unequal,C0003079,10037538,Pupils unequal,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
775,pyelonephritis,C0034186,10037596,Pyelonephritis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
776,urine purulent,,,,,[],,unresolved,True
777,rales,C0034642,10037833,Rales,,[],exact_meddra_pt_name,meddra_resolved_but_not_in_optimuskg,True
779,rash erythematous,C0234913,10037855,Rash erythematous,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
780,rash generalised,C0497365,10037858,Rash generalised,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
781,rash macular,C0221201,10037867,Rash macular,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
782,macula papules rash,,,,,[],,unresolved,True
783,rash papular,C1519353,10037876,Rash papular,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
784,rash pustular,C0085641,10037888,Rash pustular,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
785,rectal haemorrhage,C0267596,10038063,Rectal haemorrhage,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
786,defecation urge painful,,,,,[],,unresolved,True
787,regurgitation,C2004489,10067171,Regurgitation,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
790,renal pain,C0558489,10038490,Renal pain,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
791,renal tubular necrosis,C1720775,10038540,Renal tubular necrosis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
792,respiration abnormal,C1260922,10038647,Respiration abnormal,,"[""HP_0002086""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
793,respiratory depression,C0235063,10038678,Respiratory depression,,"[""HP_0002791""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
794,respiratory disorder,C0035204,10038683,Respiratory disorder,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
795,respiratory distress,C0476273,10038687,Respiratory distress,,"[""HP_0002098""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
796,respiratory failure,C1145670,10038695,Respiratory failure,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
797,respiratory tract congestion,C0948349,10052251,Respiratory tract congestion,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
798,respiratory tract infection,C0035243,10062352,Respiratory tract infection,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
799,restless legs syndrome,C0035258,10058920,Restless legs syndrome,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
800,retching,C0232602,10038776,Retching,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
801,retinal degeneration,C0035304,10038845,Retinal degeneration,,"[""HP_0001105""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
802,retinal detachment,C0035305,10038848,Retinal detachment,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
803,retinal disorder,C0035309,10038853,Retinal disorder,,"[""HP_0000479""]",exact_meddra_pt_name,meddra_resolved_but_not_in_optimuskg,True
804,retinal haemorrhage,C0035317,10038867,Retinal haemorrhage,,"[""HP_0000573""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
805,retroperitoneal haemorrhage,C0151705,10038980,Retroperitoneal haemorrhage,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
807,rheumatoid arthritis,C0003873,10039073,Rheumatoid arthritis,,"[""HP_0001370""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
809,rhinitis allergic,C2607914,10039085,Rhinitis allergic,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
810,mucous nasal increased,,,,,[],,unresolved,True
811,dry rales,,,,,[],,unresolved,True
812,road traffic accident,C0221706,10039203,Road traffic accident,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
813,rosacea,C0035854,10039218,Rosacea,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
814,salivary gland enlargement,C0020569,10039408,Salivary gland enlargement,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
815,increased salivation,,,,,[],,unresolved,True
816,oviduct inflammation,,,,,[],,unresolved,True
817,scab,C0205204,10039509,Scab,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
818,reaction schizoid,,,,,[],,unresolved,True
819,sciatica,C0036396,10039674,Sciatica,,"[""HP_0011868""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
820,sclera inflammation,,,,,[],,unresolved,True
821,seasonal allergy,C0018621,10048908,Seasonal allergy,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
822,seborrheic dermatitis,,,,,[],,unresolved,True
823,seborrheic keratosis,,,,,[],,unresolved,True
824,sensation of foreign body,C0423602,10061549,Sensation of foreign body,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
825,sensory disturbance,C0152027,10040026,Sensory disturbance,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
826,sensory loss,C0278134,10040030,Sensory loss,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
828,septic shock,C0036983,10040070,Septic shock,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
830,serum sickness,C0036830,10040400,Serum sickness,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
831,sexual dysfunction,C0549622,10040477,Sexual dysfunction,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
832,shock,C0036974,10040560,Shock,,[],exact_meddra_pt_name,meddra_resolved_but_not_in_optimuskg,True
833,salivary glands inflammation,,,,,[],,unresolved,True
834,sinus bradycardia,C0085610,10040741,Sinus bradycardia,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
835,sinus congestion,C0152029,10040742,Sinus congestion,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
836,sinus headache,C0037195,10040744,Sinus headache,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
837,sinus tachycardia,C0039239,10040752,Sinus tachycardia,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
838,sinusitis,C0037199,10040753,Sinusitis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
839,skin atrophy,C0151514,10040799,Skin atrophy,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
840,skin burning sensation,C0241057,10054786,Skin burning sensation,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
841,skin cancer,C0007114,10040808,Skin cancer,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
842,skin discolouration,C0151907,10040829,Skin discolouration,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
843,skin disorder,C0037274,10040831,Skin disorder,,"[""HP_0000951""]",exact_meddra_pt_name,meddra_resolved_but_not_in_optimuskg,True
844,skin exfoliation,C0237849,10040844,Skin exfoliation,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
845,skin hyperpigmentation,C0162834,10040865,Skin hyperpigmentation,,"[""HP_0000953""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
846,skin hypertrophy,C0151717,10040867,Skin hypertrophy,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
847,skin infection,C0037278,10040872,Skin infection,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
848,skin irritation,C0152030,10040880,Skin irritation,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
849,skin lesion,C0037284,10040882,Skin lesion,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
850,skin mass,C0281981,10067868,Skin mass,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
851,skin odour abnormal,C0234930,10040904,Skin odour abnormal,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
852,skin papilloma,C0347390,10040907,Skin papilloma,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
853,skin striae,C0152459,10040925,Skin striae,,"[""HP_0001065""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
854,skin ulcer,C0037299,10040943,Skin ulcer,,"[""HP_0200042""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
855,sleep apnoea syndrome,C0037315,10040979,Sleep apnoea syndrome,,"[""HP_0010535""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
856,sleep disorder,C0851578,10040984,Sleep disorder,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
857,sluggishness,C0920289,10041052,Sluggishness,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
858,sneezing,C0037383,10041232,Sneezing,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
859,snoring,C0037384,10041235,Snoring,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
860,somnambulism,C0037672,10041347,Somnambulism,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
862,speech disorder,C0037822,10041466,Speech disorder,,"[""HP_0002167""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
863,splenomegaly,C0038002,10041660,Splenomegaly,,"[""HP_0001744""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
864,sputum increased,C0235567,10041812,Sputum increased,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
865,staphylococcal infection,C0038160,10058080,Staphylococcal infection,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
866,status epilepticus,C0038220,10041962,Status epilepticus,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
867,stevens johnson syndrome,,,,,[],,unresolved,True
868,sticky skin,C0392162,10051788,Sticky skin,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
870,bladder and urethral symptoms,,,,,[],,unresolved,True
871,wheezing,C0043144,10047924,Wheezing,,"[""HP_0030828""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
872,stupor,C0085628,10042264,Stupor,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
873,subarachnoid haemorrhage,C0038525,10042316,Subarachnoid haemorrhage,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
874,subdural haematoma,C0018946,10042361,Subdural haematoma,,"[""HP_0100309""]",exact_meddra_pt_name,meddra_resolved_but_not_in_optimuskg,True
875,sudden death,C0011071,10042434,Sudden death,,"[""HP_0001699""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
876,suicidal ideation,C0424000,10042458,Suicidal ideation,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
877,suicide attempt,C0038663,10042464,Suicide attempt,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
878,sunburn,C0038814,10042496,Sunburn,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
879,ectopic beats atrial,,,,,[],,unresolved,True
880,supraventricular tachycardia,C0039240,10042604,Supraventricular tachycardia,,"[""HP_0004755""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
881,swelling,C0038999,10042674,Swelling,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
882,swelling face,C0151602,10042682,Swelling face,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
884,systemic lupus erythematosus,C0024141,10042945,Systemic lupus erythematosus,,"[""HP_0002725""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
886,respiration stimulated,,,,,[],,unresolved,True
